Artist,Streams,Daily,As lead,Solo,As feature
Adam Lambert,1166.4,0.334,1010.4,953.4,156.0
Vegedream,1163.3,0.6,956.3,637.2,207.0
Bob Sinclar,1160.9,1.125,1094.2,166.1,66.6
Run The Jewels,1160.6,0.289,1019.0,40.5,141.6
Justin Moore,1160.1,0.585,1086.0,1015.9,74.1
Pia Mia,1160.1,0.204,1023.6,363.9,136.5
Fredo,1160.0,0.704,601.5,382.6,558.5
Colby O'Donis,1159.2,0.833,66.2,13.9,1093.0
Pancho Barraza,1158.9,0.754,1043.4,694.2,115.5
Ol' Dirty Bastard,1156.7,0.637,411.3,249.8,745.4
Young Stoner Life,1156.1,0.404,768.4,,387.7
NATTAN,1155.7,1.977,717.0,463.3,438.7
Rahat Fateh Ali Khan,1154.7,1.677,819.7,207.5,335.0
Darkiel,1154.6,0.792,318.1,167.1,836.5
Leo Dan,1152.7,1.238,1152.2,706.9,0.6
Matthew Koma,1152.5,0.21,82.4,67.6,1070.1
Broederliefde,1151.1,0.293,973.9,561.6,177.1
Lanek,1150.8,0.663,34.3,3.5,1116.5
Gus Dapperton,1149.6,0.276,402.7,396.5,746.9
Baco Exu do Blues,1146.9,2.323,955.7,512.5,191.2
Patricio Rey y sus Redonditos de Ricota,1145.8,0.924,1145.8,1145.8,
Aimer,1145.5,0.715,1068.1,1015.8,77.4
Dropkick Murphys,1144.9,0.37,1144.9,1137.8,
KitschKrieg,1144.8,0.365,420.1,,724.7
Hunter Hayes,1144.6,0.252,1121.2,1039.5,23.4
YFN Lucci,1144.6,0.173,906.0,291.1,238.5
Lagum,1144.0,0.867,1085.8,660.6,58.2
Casting Crowns,1142.7,0.526,1142.7,1033.7,
Sam Fischer,1142.2,0.485,1051.8,733.6,90.4
King Princess,1139.9,0.25,1118.8,1080.7,21.2
Yung Lean,1139.8,0.943,1044.3,884.6,95.5
Ludwig van Beethoven,1139.0,0.593,1132.7,,6.3
Veigh,1138.4,5.755,857.3,11.1,281.2
Mc Paiva ZS,1136.9,2.482,777.8,38.1,359.1
Helene Fischer,1136.6,0.476,1032.5,873.5,104.1
Neto PeÃ±a,1136.5,0.808,399.3,159.3,737.1
Ãlafur Arnalds,1134.8,0.398,1025.7,686.4,109.1
Whitesnake,1134.8,0.542,1134.8,1117.6,
Deepend,1134.4,0.57,322.3,47.0,812.2
J-AX,1134.1,0.267,896.8,273.4,237.4
Preme,1134.0,0.257,227.7,25.6,906.3
Zuna,1133.7,0.368,592.3,259.6,541.4
NEIKED,1132.5,0.382,1097.7,2.2,34.8
Joe Cocker,1131.7,0.559,1124.5,841.9,7.1
Maneva,1131.2,0.834,1099.4,943.6,31.7
The Animals,1130.4,0.614,1130.4,1123.7,
Veysel,1130.0,0.231,767.1,474.1,363.0
Jay Park,1129.7,0.621,839.0,299.1,290.7
Michael Kiwanuka,1129.2,0.546,1116.5,1056.5,12.7
Auli'i Cravalho,1128.4,0.778,752.3,650.6,376.1
Klingande,1126.8,0.297,1038.1,622.7,88.7
ZezÃ© Di Camargo & Luciano,1126.5,1.026,986.7,945.3,139.8
Mijares,1126.1,0.582,1018.6,928.2,107.6
JÃ£o,1125.7,1.816,1024.3,963.4,101.5
Mecano,1124.2,0.732,1124.2,1123.2,
Zack Tabudlo,1122.6,1.584,1112.3,998.7,10.3
Regina Spektor,1122.0,0.344,1059.6,1031.7,62.4
Redman,1121.0,0.493,277.8,215.6,843.2
Lvbel C5,1120.1,1.374,889.3,565.6,230.8
Tay-K,1119.3,0.85,1119.3,904.9,
Ado,1119.1,1.473,1108.5,1088.2,10.6
Passion Pit,1118.6,0.231,1020.7,993.8,97.9
James Brown,1118.4,0.472,1101.5,878.0,16.9
IZA,1118.0,0.946,953.8,603.8,164.2
Barry White,1116.8,0.574,1083.1,1073.9,33.7
RaÃ­ Saia Rodada,1116.2,0.501,952.6,741.5,163.6
Eduardo Costa,1114.7,0.737,740.5,630.9,374.2
The Supremes,1113.4,0.51,1113.3,1103.0,0.1
Vicentico,1112.3,0.571,967.9,876.2,144.4
Sam Martin,1112.2,0.231,7.5,6.0,1104.7
Rob Thomas,1111.9,0.557,763.1,755.8,348.8
The Cars,1111.4,0.72,1111.4,1111.2,
Naughty Boy,1111.3,0.349,1081.9,,29.4
D12,1111.2,0.591,870.3,780.2,240.9
Hoodie Allen,1111.2,0.256,939.5,438.1,171.7
Irama,1110.9,0.712,1003.3,821.0,107.5
Gaab,1109.4,0.715,415.2,169.8,694.2
Asees Kaur,1109.0,1.503,149.5,19.1,959.5
Duman,1109.0,0.703,1109.0,1109.0,
Janieck,1108.7,0.461,161.1,78.8,947.7
Remmy Valenzuela,1108.5,0.571,1087.1,1086.3,21.4
Stevie Nicks,1107.8,0.645,860.2,753.6,247.5
Ryan Riback,1107.6,0.164,37.3,14.1,1070.4
Sam Fender,1107.4,0.857,1107.4,1084.2,
cakal,1107.4,1.664,855.6,572.5,251.8
Tenacious D,1106.7,0.486,1106.7,1106.6,
Neck Deep,1105.6,0.657,1103.3,1040.6,2.3
Joe,1105.0,0.555,607.1,488.5,497.8
Lilly Wood and The Prick,1104.2,0.45,1104.2,1068.5,
Surf Mesa,1103.5,0.386,1070.7,5.5,32.8
Tash Sultana,1103.0,0.435,1015.5,999.3,87.6
The Shins,1101.7,0.438,1101.7,1098.5,
Neo Beats,1101.6,0.782,11.4,1.7,1090.2
Cookin' On 3 Burners,1100.9,0.391,47.0,10.6,1053.9
Sagopa Kajmer,1100.1,0.889,1036.3,942.3,63.8
Too $hort,1099.3,0.456,481.5,297.7,617.8
Vacations,1099.0,1.547,1097.5,1095.3,1.5
Brothers Osborne,1097.5,0.568,925.4,918.0,172.1
Mark Forster,1096.9,0.343,1034.7,782.9,62.2
Ivete Sangalo,1096.1,0.323,761.9,448.8,334.2
Rob Zombie,1095.6,0.943,1094.8,1041.4,0.8
Eve,1095.1,0.994,1092.8,1017.9,2.3
Anson Seabra,1094.8,0.532,1091.9,1083.5,2.9
Sampha,1094.4,0.469,348.1,348.1,746.3
Snelle,1094.4,0.391,817.3,503.9,277.1
Parov Stelar,1092.9,0.36,1067.6,655.7,25.3
Gilberto Santa Rosa,1092.1,0.667,935.2,884.5,156.8
Mozzy,1091.7,0.418,671.5,195.1,420.2
Kip Moore,1091.7,0.392,1091.7,1079.7,
Trettmann,1091.2,0.317,650.3,,440.9
Maverick City Music,1090.4,1.162,742.4,15.5,348.1
Crystal Castles,1090.3,1.346,1090.3,1014.6,
Kool Savas,1089.7,0.328,857.5,303.8,232.2
Ovi,1089.3,1.184,509.8,30.5,579.5
Koe Wetzel,1088.5,1.137,1058.2,1005.7,30.3
SUGA,1087.4,0.851,,,1087.4
Hannah Montana,1086.5,0.489,1083.8,978.4,2.7
Lauana Prado,1085.7,1.109,942.6,586.1,143.1
Stereophonics,1084.4,0.455,1078.4,1078.4,6.0
PRETTYMUCH,1084.3,0.216,1083.8,829.3,0.6
Adolescent's Orquesta,1083.5,1.091,1083.5,1082.9,
Halestorm,1083.3,0.445,1083.3,1075.2,
Vitor Kley,1083.2,0.529,787.5,456.3,295.8
Michael Bolton,1082.7,0.496,932.3,862.4,150.5
"Hank Williams, Jr.",1082.6,0.711,1046.2,977.6,36.4
Billie Holiday,1082.4,0.523,1060.1,934.0,22.3
V,1081.9,8.784,1081.9,915.1,
Kevin,1081.5,0.434,688.7,235.4,392.8
La Factoria,1081.1,0.594,464.0,104.9,617.2
Starley,1081.1,0.146,1066.8,139.6,14.3
Marcos & Belutti,1080.2,0.291,1042.8,531.2,37.4
Quintino,1079.3,0.287,426.7,223.6,652.6
SFR,1079.1,0.377,,,1079.1
Giggs,1078.8,0.422,424.0,172.3,654.8
Ben E. King,1078.2,0.843,1074.4,1074.3,3.8
FKA twigs,1078.0,0.356,715.4,557.4,362.6
"HÃ©ctor ""El Father""",1077.8,0.982,768.8,273.0,309.1
EinÃ¡r,1076.6,0.752,715.7,484.5,360.8
CADE,1076.0,0.133,36.9,31.7,1039.1
Em Beihold,1075.9,2.147,365.9,364.8,710.1
Nightcrawlers,1075.8,0.442,183.3,141.4,892.5
Kelis,1075.3,0.467,608.4,481.9,466.9
Brenda Lee,1073.3,0.153,1073.2,1072.7,0.2
Marcianeke,1073.2,0.647,291.9,154.6,781.3
Madcon,1070.7,0.375,943.8,469.6,126.8
iKON,1070.5,0.341,1070.5,1070.5,
Di PropÃ³sito,1070.5,1.004,548.2,268.7,522.3
Jerry Smith,1070.1,0.222,463.8,240.6,606.3
Bill Evans,1070.0,0.405,776.6,548.5,293.4
Sheila On 7,1069.8,1.271,1069.8,1069.8,
Gnarls Barkley,1069.3,0.701,1069.3,1069.3,
Ari Lennox,1068.8,0.422,656.2,422.8,412.6
Take That,1068.5,0.437,1049.8,988.4,18.7
Ying Yang Twins,1068.5,0.531,379.8,139.1,688.7
dvsn,1067.8,0.225,939.1,761.5,128.7
BJ The Chicago Kid,1067.6,0.279,312.8,185.5,754.7
Commodores,1067.5,0.58,1067.5,1067.5,
Jessie Ware,1064.9,0.364,950.6,862.0,114.3
Iyaz,1064.6,0.586,952.4,910.1,112.2
Shy Glizzy,1064.1,0.507,488.9,296.2,575.2
Haze,1064.1,1.331,363.3,,700.8
Jordin Sparks,1064.1,0.433,931.6,464.6,132.5
The Knocks,1064.0,0.327,647.2,42.0,416.8
Porter Robinson,1063.9,0.344,1018.7,514.0,45.2
Echosmith,1062.2,0.279,1001.3,961.0,60.9
Sheryl Crow,1061.7,0.602,976.3,755.8,85.4
Emir Can Ä°Ärek,1061.4,1.12,960.0,941.7,101.4
Crowded House,1060.6,0.676,1060.6,1060.2,
BiaÅas,1060.0,0.796,580.5,47.9,479.6
Super Yei,1059.9,0.547,1056.0,44.0,3.9
Starship,1059.6,0.676,1059.6,1059.3,
Rico Nasty,1059.5,0.481,525.7,420.7,533.9
Atitude 67,1059.4,0.424,915.5,787.5,144.0
WIU,1059.2,1.563,710.0,365.0,349.2
The Temper Trap,1058.6,0.739,903.5,850.4,155.1
JoJo,1058.0,0.389,1002.9,832.7,55.2
Timeflies,1057.5,0.082,1052.7,866.7,4.8
Brooks,1057.5,0.269,154.5,52.5,903.0
Klaas,1056.9,0.587,544.6,343.7,512.3
Grupo RevelaÃ§Ã£o,1056.7,0.772,979.2,882.0,77.5
Dubdogz,1056.6,0.731,608.0,104.2,448.6
Gracie Abrams,1056.0,1.792,994.8,994.8,61.2
Trivium,1055.4,0.372,1055.4,1054.5,
Tai Verdes,1055.4,0.739,967.9,940.8,87.6
Young M.A,1054.9,0.266,797.0,689.2,257.9
Silvio RodrÃ­guez,1053.7,0.493,828.8,810.5,224.9
Malik Montana,1052.7,0.741,717.3,231.0,335.4
KEVVO,1051.8,0.323,415.7,82.3,636.1
Jovanotti,1051.5,0.452,851.7,736.6,199.8
ATB,1051.4,0.53,1033.6,286.3,17.8
Tribo da Periferia,1051.1,1.093,1029.1,756.0,22.0
Grupo Codiciado,1049.2,0.432,644.9,604.2,404.3
Savage Garden,1048.7,0.517,1036.3,1034.3,12.4
for KING & COUNTRY,1047.5,0.489,1029.7,777.0,17.9
Kiana LedÃ©,1047.3,0.522,852.6,550.3,194.7
Joy Division,1047.3,0.496,1047.3,1047.3,
Vanesa MartÃ­n,1045.9,0.386,719.2,564.7,326.7
Modern Talking,1045.2,0.979,1045.2,971.1,
Hilltop Hoods,1045.0,0.418,1043.6,620.8,1.4
Damas Gratis,1044.3,0.72,970.3,465.4,74.0
SG Lewis,1043.7,0.435,785.5,291.7,258.2
Curren$y,1043.6,0.406,693.9,188.1,349.7
Jory Boy,1043.4,0.515,530.9,74.2,512.5
Harris Jayaraj,1042.3,1.979,1040.1,3.8,2.2
Chinmayi,1042.0,2.421,89.8,56.6,952.2
Alabama Shakes,1041.0,0.302,1041.0,1041.0,
The Avett Brothers,1040.4,0.242,1040.4,1040.4,
December Avenue,1040.3,0.587,1031.7,816.8,8.6
Broiler,1040.1,0.393,497.0,219.4,543.1
Matheus Fernandes,1039.9,1.683,683.9,99.1,356.0
Fiersa Besari,1039.5,1.036,771.2,594.7,268.3
Allman Brothers Band,1039.2,0.513,1039.2,1039.1,
Warren G,1039.2,0.557,898.7,61.4,140.5
Mahmood,1038.3,0.231,803.9,486.8,234.4
CJ,1038.1,0.452,812.0,767.0,226.2
El Canto Del Loco,1036.5,0.509,1028.5,843.6,7.9
The Lonely Island,1036.3,,1007.7,291.2,28.7
Nick Cave & The Bad Seeds,1035.7,0.451,1035.7,908.6,
kent,1035.7,0.201,1035.7,1019.9,
Mc Pedrinho,1035.4,1.317,290.1,92.0,745.2
El-P,1035.0,0.272,38.7,28.1,996.3
REO Speedwagon,1034.8,0.597,1034.5,1034.5,0.3
Fireboy DML,1034.8,1.542,867.9,395.4,166.8
Seal,1034.6,0.439,993.6,970.3,41.0
Corinne Bailey Rae,1033.8,0.569,1019.4,1019.4,14.4
Barbra Streisand,1033.2,0.467,1015.8,572.5,17.4
Foxes,1033.2,0.312,288.4,259.2,744.8
Ingrid Michaelson,1033.2,0.216,1017.3,822.8,15.9
Zoe Wees,1032.7,0.737,769.7,710.6,262.9
Aqua,1032.6,3.371,771.3,757.7,261.4
GASHI,1032.3,0.158,760.8,302.1,271.5
Mahalini,1031.9,2.234,1009.5,878.5,22.4
Damien Rice,1031.9,0.235,1027.7,1023.8,4.2
Mase,1031.8,0.537,368.2,220.9,663.6
Witt Lowry,1031.4,0.314,1031.4,452.6,
Aleks Syntek,1031.3,0.488,791.9,513.3,239.4
Siddhartha,1031.0,0.921,1022.5,889.6,8.5
Rick Astley,1030.3,0.578,1026.9,1026.0,3.4
Syd,1030.2,0.616,178.7,117.9,851.5
Dizzee Rascal,1030.2,0.384,766.8,332.6,263.4
Big Time Rush,1030.0,0.702,1030.0,878.1,
Naza,1029.7,0.872,703.6,388.7,326.1
Miksu / Macloud,1029.4,1.008,595.7,,433.8
ALMA,1029.4,0.262,465.0,326.5,564.4
Donna Summer,1029.1,0.525,901.6,854.1,127.5
High School Musical Cast,1029.1,0.425,978.6,9.5,50.5
Lucas Lucco,1028.7,0.205,840.5,358.5,188.2
WWE,1028.3,0.672,1028.3,3.1,
The Velvet Underground,1028.3,0.429,1028.3,633.7,
Perera DJ,1028.1,0.904,75.6,,952.4
Xavier Wulf,1027.9,1.467,942.0,800.3,85.9
Swizz Beatz,1026.7,0.422,83.3,37.5,943.4
Plies,1025.8,0.396,610.8,196.6,415.0
Camilo Sesto,1025.8,0.853,1025.8,991.7,
Soprano,1025.4,0.395,779.4,522.1,246.1
Janis Joplin,1025.1,0.419,648.7,646.4,376.5
S. P. Balasubrahmanyam,1024.8,1.908,741.7,209.5,283.1
Charly GarcÃ­a,1024.2,0.851,990.4,858.6,33.7
Crush,1023.2,0.443,594.4,357.7,428.8
Michael Giacchino,1023.1,0.514,929.3,923.1,93.9
Gilli,1022.9,0.374,633.9,406.7,389.0
Solange,1022.7,0.316,974.4,814.8,48.2
Saba,1022.4,0.438,598.5,226.0,423.9
Leony,1021.5,0.733,222.0,211.3,799.6
Alex & Sierra,1021.5,0.235,1016.1,1016.1,5.4
Zaz,1020.5,0.449,963.1,927.7,57.4
Europe,1020.0,0.529,1020.0,1020.0,
Toni Braxton,1019.6,0.48,949.1,852.7,70.5
Young Money,1019.6,0.473,1018.2,72.1,1.4
Rochak Kohli,1018.7,1.714,589.1,6.9,429.5
Parkway Drive,1018.7,0.498,1018.7,1000.1,
Sigrid,1018.6,0.345,977.5,881.3,41.1
Juju,1018.1,0.334,655.4,318.7,362.7
Snoh Aalegra,1017.6,0.683,843.5,704.4,174.1
Lamb of God,1017.3,0.526,1011.9,979.9,5.4
OHGEESY,1017.0,0.78,198.6,53.1,818.4
Miles Davis,1016.9,0.384,1000.8,370.8,16.2
Travie McCoy,1016.7,0.42,695.2,37.9,321.5
Millonario,1016.5,0.783,399.2,302.3,617.3
COIN,1016.3,0.421,1003.1,982.5,13.2
Royal Philharmonic Orchestra,1015.0,0.394,157.8,138.1,857.1
Taiu,1014.6,1.44,296.1,,718.5
Cher Lloyd,1013.8,0.301,685.3,548.0,328.5
Los Acosta,1013.5,1.007,897.0,897.0,116.5
Guru Randhawa,1013.4,1.021,939.1,215.0,74.3
VIC MENSA,1011.9,0.235,678.6,340.1,333.3
RANI,1011.7,0.247,6.6,6.4,1005.2
Natos y Waor,1010.7,0.486,942.4,445.6,68.3
Riley Green,1010.5,1.07,952.4,914.7,58.2
LUCKI,1009.9,2.394,987.7,809.1,22.2
YÃ¼zyÃ¼zeyken KonuÅuruz,1009.6,0.954,1007.3,1003.0,2.4
The Civil Wars,1007.9,0.181,788.8,788.8,219.1
Band of Horses,1006.3,0.315,1005.2,996.2,1.1
Vanessa Carlton,1006.3,0.497,832.6,832.6,173.7
Carnage,1006.1,0.126,742.7,9.6,263.3
R.K.M & Ken-Y,1005.8,0.621,627.1,475.4,378.7
Lou Reed,1005.1,0.378,955.7,936.6,49.3
Common,1002.3,0.64,595.7,345.2,406.7
OBOY,1001.0,0.77,770.6,726.4,230.3
Nego do Borel,1001.0,0.17,360.3,105.6,640.6
Ennio Morricone,1001.0,0.457,983.1,688.8,17.9
Yung Bleu,1000.8,0.652,794.3,272.6,206.5
LÃON,1000.6,0.271,882.1,843.0,118.5
Emilee,1000.4,0.305,69.4,69.4,931.0
Faith Hill,999.7,0.424,655.5,595.2,344.1
Father John Misty,999.4,0.99,910.1,909.7,89.3
YouNotUs,998.0,0.712,530.0,35.6,468.0
Flipp Dinero,997.5,0.226,990.3,762.1,7.2
The Alchemist,996.9,1.281,410.8,73.0,586.1
Rosa Linn,996.8,1.442,996.8,912.9,
Rombai,996.7,0.252,899.5,643.3,97.2
Our Last Night,996.4,0.387,996.4,929.6,
NCT U,996.3,0.197,798.0,793.4,198.3
Huncho Jack,996.2,0.225,996.2,,
La Quinta Estacion,996.2,0.867,996.2,937.7,
Semicenk,996.1,3.73,979.2,575.1,16.9
Krewella,996.0,0.154,775.5,553.8,220.5
Brian Eno,995.4,0.353,738.6,564.6,256.8
James Newton Howard,994.9,0.473,845.2,526.8,149.7
DDG,994.5,0.729,885.8,308.4,108.7
Chevelle,994.2,0.521,994.2,994.2,
Jonita Gandhi,993.9,1.947,60.0,33.5,933.9
ChitÃ£ozinho & XororÃ³,993.3,0.85,769.7,423.4,223.7
K/DA,992.3,0.52,992.3,,
Dopebwoy,991.9,0.287,611.8,80.1,380.1
BHZ,990.0,0.649,335.1,49.9,654.9
Espinoza Paz,989.6,0.622,787.7,723.1,202.0
1Kilo,989.6,0.401,938.3,389.5,51.3
Shilpa Rao,989.5,4.189,21.1,7.8,968.4
Wrabel,989.5,0.324,497.2,443.9,492.3
Henrique & Diego,988.7,0.352,870.5,424.7,118.2
Izi,988.4,0.258,599.8,362.5,388.7
Mitchell Tenpenny,988.3,0.501,891.2,787.0,97.1
Haftbefehl,988.0,0.564,662.7,154.3,325.3
AJ Mitchell,987.8,0.254,860.3,562.6,127.6
Tom Rosenthal,987.1,0.728,944.9,904.4,42.2
Manuel Carrasco,986.8,0.426,939.3,869.0,47.5
Nardo Wick,986.4,1.088,864.7,410.8,121.7
Neeti Mohan,985.1,1.35,238.1,161.4,747.0
Blackstreet,985.0,0.461,872.1,174.2,112.9
Nico Santos,983.6,0.385,559.1,450.8,424.5
Action Bronson,983.2,0.466,701.3,317.6,282.0
DELLAFUENTE,982.4,0.669,679.7,323.7,302.7
Shankar-Ehsaan-Loy,982.4,1.365,946.2,10.6,36.1
Pashanim,981.1,1.81,898.3,793.2,82.7
Vitor Fernandes,981.1,0.538,557.0,404.9,424.0
The Chemical Brothers,980.0,0.723,975.5,932.7,4.4
Eason Chan,979.9,0.625,979.4,915.4,0.5
Indila,979.9,1.011,905.6,905.6,74.3
Eazy-E,979.4,0.573,896.7,649.0,82.7
Dawid PodsiadÅo,979.4,0.935,689.7,660.1,289.7
Raaban,979.3,0.177,674.2,43.3,305.1
Little Dragon,978.9,0.329,588.1,535.8,390.8
Fernandinho,978.7,0.96,895.7,716.9,83.0
Kenny G,978.4,0.43,753.5,603.1,225.0
Juelz Santana,977.9,0.487,160.0,91.1,817.9
VitÃ£o,977.5,0.196,643.8,278.8,333.7
VASSY,976.7,0.24,51.2,20.8,925.5
Phora,976.5,0.182,975.7,820.9,0.7
Hikaru Utada,974.3,0.761,966.4,845.7,8.0
Estelle,973.4,0.433,755.7,47.2,217.6
Paul Kalkbrenner,972.8,0.534,921.3,728.8,51.5
Saint Motel,972.6,0.461,972.6,958.4,
Cream,972.4,0.47,972.4,972.4,
Lasso,972.1,0.833,915.7,484.9,56.4
Chimbala,971.2,0.499,415.9,266.5,555.3
Fred De Palma,971.0,0.519,936.1,254.8,34.9
Leiva,970.6,0.358,880.1,729.7,90.5
Emicida,970.0,0.413,725.0,185.8,244.9
Lost Kings,969.5,0.15,849.2,52.9,120.3
Cochise,969.0,0.777,963.5,535.7,5.5
Oscar Maydon,968.7,2.417,740.9,64.6,227.8
Anna Kendrick,968.5,0.385,747.8,398.6,220.7
LEGADO 7,968.2,0.425,812.1,512.5,156.1
Chris Lake,968.0,0.573,491.1,85.4,477.0
MC WM,966.9,0.182,742.8,280.5,224.2
Die Antwoord,966.6,0.244,966.6,870.4,
Fatboy Slim,964.6,0.593,884.6,668.8,80.0
LeeHi,964.5,0.742,700.2,532.3,264.4
Sigma,963.1,0.266,835.1,273.1,128.1
Dusty Springfield,963.0,0.738,961.9,911.6,1.1
Yuuri,962.9,1.082,962.9,961.7,
EDX,962.6,0.144,397.2,329.6,565.4
Lartiste,962.5,0.444,777.5,367.7,185.0
Inspector,961.9,0.648,960.5,918.5,1.5
Yellowcard,961.3,0.554,961.3,959.7,
Austin Mahone,960.9,0.21,801.6,475.8,159.3
Mayday Parade,960.8,,960.8,957.5,
The Cardigans,960.3,1.006,941.4,935.6,19.0
Rodney Atkins,960.2,0.362,954.1,728.7,6.1
boy pablo,959.8,0.436,959.8,927.3,
Gabrielle Aplin,959.4,0.326,916.3,708.4,43.1
Burl Ives,959.2,0.021,951.9,937.1,7.3
RK,958.9,0.378,770.0,605.8,188.9
G. V. Prakash,958.8,1.615,913.3,103.1,45.5
Luther Vandross,958.5,0.467,948.7,803.3,9.8
Yng Lvcas,957.4,2.96,952.5,243.0,4.9
Marco Mengoni,955.7,0.74,861.3,669.0,94.4
Hariharan,955.6,1.885,605.0,283.6,350.6
A Perfect Circle,955.6,0.38,955.6,935.1,
Stephanie Beatriz,955.3,0.503,268.3,,687.0
AronChupa,955.1,0.296,858.8,552.1,96.3
DigDat,954.1,0.004,197.2,81.6,757.0
Belly,953.7,0.219,708.9,168.9,244.7
Quando Rondo,953.1,0.315,684.9,454.9,268.2
Eric Prydz,953.0,0.576,895.2,776.2,57.8
The Isley Brothers,951.7,0.411,941.8,894.9,9.9
Loote,951.4,0.18,562.3,427.0,389.0
Mabel Matiz,951.1,1.647,799.3,746.6,151.8
Cold War Kids,950.9,0.297,944.2,852.1,6.7
Bread,950.7,0.61,950.7,950.7,
Cruz CafunÃ©,950.5,0.83,310.3,210.9,640.2
Four Tops,950.4,0.519,948.9,935.9,1.5
Jerry Rivera,950.3,0.73,931.3,917.4,19.1
Birdman,950.2,0.327,384.1,9.0,566.1
MC Kekel,950.0,0.18,503.0,251.3,447.0
Callejero Fino,949.4,1.526,279.7,70.1,669.7
Kizo,948.7,0.894,725.4,116.5,223.3
Iggy Pop,948.5,0.371,854.3,825.5,94.1
Aaliyah,948.4,0.932,876.8,787.0,71.6
India Martinez,948.3,0.431,603.7,312.9,344.5
Los Huracanes del Norte,947.9,0.633,947.7,946.4,0.3
Bailey Zimmerman,947.3,2.701,929.7,929.2,17.6
DIVINE,946.7,0.971,748.3,428.7,198.4
Baby Gang,946.6,1.78,683.5,222.5,263.1
Jazmine Sullivan,946.3,0.425,817.5,607.0,128.8
Achille Lauro,946.0,0.477,726.0,219.7,220.0
Chris Lane,945.5,0.234,853.1,619.7,92.5
Tyla Yaweh,945.4,0.311,906.2,237.7,39.1
Nina Nesbitt,944.9,0.13,594.7,558.6,350.2
Fort Minor,944.8,0.321,944.8,79.9,
Ximena SariÃ±ana,944.1,0.464,369.2,353.4,574.9
Wolfine,943.5,0.902,942.8,567.6,0.7
Cashmere Cat,943.3,0.139,789.0,81.2,154.2
Mandy Moore,941.5,0.454,676.4,496.7,265.1
Pendulum,941.1,0.36,869.9,668.5,71.2
Gazzelle,939.4,0.555,863.1,767.0,76.3
Randy,938.9,0.63,418.3,32.5,520.6
Dolu Kadehi Ters Tut,938.9,0.776,935.6,727.8,3.3
Bhad Bhabie,938.5,0.155,879.6,271.3,59.0
Young Igi,938.4,0.625,465.4,225.3,472.9
Don McLean,938.1,0.543,938.1,937.5,
Mc IG,937.4,3.033,488.2,62.9,449.2
Eli Young Band,937.4,0.301,925.9,920.9,11.4
Residente,937.0,0.334,713.7,352.5,223.3
Sefo,935.9,1.338,913.4,548.7,22.5
Lele Pons,935.7,0.295,741.0,243.6,194.8
Wings,935.4,0.594,934.5,934.1,0.9
DJ Antoine,935.3,0.474,902.5,59.1,32.8
Andrew Lloyd Webber,934.5,0.338,880.7,100.6,53.8
George Henrique & Rodrigo,933.9,0.464,890.6,471.1,43.3
Claptone,933.7,0.525,681.0,83.4,252.6
347aidan,932.6,0.616,725.6,690.7,206.9
Madame,932.5,0.591,503.9,330.2,428.6
Matt Maeson,932.3,0.488,882.7,773.1,49.5
MÃ¼slÃ¼m GÃ¼rses,932.2,0.804,929.8,908.3,2.4
Bleachers,932.1,0.432,861.9,745.6,70.2
Ele A El Dominio,931.9,0.658,359.8,232.5,572.0
Motive,931.7,2.237,781.0,591.2,150.7
Freeze corleone,931.2,1.064,553.9,345.1,377.3
Lucky Daye,931.0,0.698,616.6,470.1,314.4
Yorushika,930.9,1.036,930.9,930.9,
Omah Lay,930.8,1.789,622.5,487.3,308.3
MalÃº,930.5,0.272,658.8,487.8,271.7
Syn Cole,930.4,0.285,813.7,286.9,116.8
Dylan Scott,929.5,0.879,929.5,914.7,
San Holo,929.3,0.197,842.6,526.4,86.8
Miriam Bryant,929.1,0.273,734.8,515.5,194.3
Stevie Ray Vaughan,928.5,0.409,889.0,880.9,39.6
Ulices Chaidez,927.6,0.355,886.9,787.9,40.7
Los Cafres,927.1,0.437,917.4,912.5,9.8
Sheppard,926.1,0.382,926.1,904.5,
Eric Chou,926.1,0.602,905.2,869.9,20.8
VÃ­ctor Manuelle,925.7,0.512,848.9,656.4,76.8
Men I Trust,925.1,1.438,925.1,908.0,
Big Soto,924.6,0.551,331.7,123.6,592.9
Tarkan,923.8,0.733,890.6,887.7,33.2
Nicole Scherzinger,923.5,0.55,257.4,181.7,666.1
CAKE,923.1,0.416,923.1,923.1,
Rizky Febian,923.1,0.67,753.8,599.2,169.3
Beny Jr,923.0,1.284,687.8,269.5,235.2
James Vincent McMorrow,922.6,0.154,807.4,780.9,115.2
Alice Cooper,922.5,0.59,904.2,900.7,18.3
Marisa Monte,922.4,0.614,873.6,711.1,48.8
Alan Gomez,922.1,1.108,601.6,206.3,320.5
The Band,921.5,0.446,855.3,768.9,66.2
Biffy Clyro,921.2,0.203,920.6,920.6,0.6
Not3s,921.1,0.138,404.8,227.8,516.3
3OH!3,921.1,0.381,827.3,572.3,93.8
ZillaKami,921.0,0.702,211.3,163.2,709.7
Declan McKenna,920.6,0.557,920.6,915.0,
John Travolta,919.1,0.587,919.0,48.4,0.2
Parker McCollum,918.9,0.905,865.9,860.5,53.0
EST Gee,918.7,0.84,398.1,195.2,520.6
Flo Milli,917.9,0.742,542.0,519.4,375.9
Steve Void,917.8,0.235,505.4,36.7,412.4
Benson Boone,917.5,1.671,917.5,905.7,
El Cuarteto De Nos,916.1,1.341,916.1,916.1,
